timestep,time,request_rate,replicas,latency_p95,cpu_usage,slo_violated,scaling_action
56,2026-02-27 18:29:56.386719,1434.5826919890608,2,47.172913459945306,95.0,False,0
57,2026-02-27 18:30:06.386722,1495.2129699135946,2,47.476064849567976,95.0,False,0
58,2026-02-27 18:30:16.386725,1566.8068978099427,2,47.834034489049714,95.0,False,0
59,2026-02-27 18:30:26.386729,1638.696802099576,2,48.19348401049788,95.0,False,0
60,2026-02-27 18:30:36.386732,1500.6008048457438,2,47.503004024228716,95.0,False,0
61,2026-02-27 18:30:46.386735,1537.2413053127548,2,47.68620652656377,95.0,False,0
62,2026-02-27 18:30:56.386738,1452.3745594019395,2,47.2618727970097,95.0,False,0
63,2026-02-27 18:31:06.386740,1450.4989860321152,2,47.25249493016058,95.0,False,0
64,2026-02-27 18:31:16.386743,1658.3934326232527,2,48.29196716311626,95.0,False,0
65,2026-02-27 18:31:26.386747,1719.694552313199,2,48.59847276156599,95.0,False,0
66,2026-02-27 18:31:36.386750,1583.7066348289572,2,47.918533174144784,95.0,False,0
67,2026-02-27 18:31:46.386753,1698.0043487771377,2,48.49002174388569,95.0,False,0
68,2026-02-27 18:31:56.386755,1640.4633188285798,2,48.2023165941429,95.0,False,0
69,2026-02-27 18:32:06.386758,1546.3405894218763,2,47.73170294710938,95.0,False,0
70,2026-02-27 18:32:16.386761,1653.4481262922661,2,48.267240631461334,95.0,False,0
71,2026-02-27 18:32:26.386764,1777.4703519800223,2,48.88735175990011,95.0,False,0
72,2026-02-27 18:32:36.386766,1626.343341696911,2,48.131716708484554,95.0,False,0
73,2026-02-27 18:32:46.386769,1792.5496897726168,2,48.96274844886308,95.0,False,0
74,2026-02-27 18:32:56.386772,1380.1693441349003,2,46.9008467206745,95.0,False,0
75,2026-02-27 18:33:06.386775,1730.2908265529197,2,48.6514541327646,95.0,False,0
76,2026-02-27 18:33:16.386777,1662.659251320403,2,48.313296256602015,95.0,False,0
77,2026-02-27 18:33:26.386782,1629.8040965226733,2,48.149020482613366,95.0,False,0
78,2026-02-27 18:33:36.386785,1674.5266033069565,2,48.372633016534785,95.0,False,0
79,2026-02-27 18:33:46.386788,1472.133840191631,2,47.36066920095816,95.0,False,0
80,2026-02-27 18:33:56.386791,1654.357382407768,2,48.27178691203884,95.0,False,0
81,2026-02-27 18:34:06.386793,1717.3624399151797,2,48.5868121995759,95.0,False,0
82,2026-02-27 18:34:16.386796,1834.6591263350035,2,49.17329563167502,95.0,False,0
83,2026-02-27 18:34:26.386799,1640.1523392807333,2,48.20076169640367,95.0,False,0
84,2026-02-27 18:34:36.386802,1616.1299301080037,2,48.08064965054002,95.0,False,0
85,2026-02-27 18:34:46.386805,1651.693012655631,2,48.25846506327815,95.0,False,0
86,2026-02-27 18:34:56.386807,1798.187077533812,2,48.99093538766906,95.0,False,0
87,2026-02-27 18:35:06.386810,1744.1880900596334,2,48.720940450298166,95.0,False,0
88,2026-02-27 18:35:16.386813,1662.8902968380162,2,48.31445148419008,95.0,False,0
89,2026-02-27 18:35:26.386816,1771.6329015285196,2,48.8581645076426,95.0,False,0
90,2026-02-27 18:35:36.386819,1734.3395531206897,2,48.67169776560345,95.0,False,0
91,2026-02-27 18:35:46.386821,1825.7070503649613,2,49.12853525182481,95.0,False,0
92,2026-02-27 18:35:56.386824,1662.7324406124062,2,48.31366220306203,95.0,False,0
93,2026-02-27 18:36:06.386828,1704.1505303177055,2,48.52075265158852,95.0,False,0
94,2026-02-27 18:36:16.386831,1701.5680900802017,2,48.507840450401005,95.0,False,0
95,2026-02-27 18:36:26.386834,1598.172124108009,2,47.99086062054005,95.0,False,0
96,2026-02-27 18:36:36.386836,1777.7623195612553,2,48.888811597806274,95.0,False,0
97,2026-02-27 18:36:46.386839,1777.7638764208039,2,48.88881938210402,95.0,False,0
98,2026-02-27 18:36:56.386842,1755.5585804441089,2,48.77779290222055,95.0,False,0
99,2026-02-27 18:37:06.386845,1734.857697957121,2,48.6742884897856,95.0,False,0
100,2026-02-27 18:37:16.386848,3119.9282862300756,2,55.599641431150374,95.0,False,0
101,2026-02-27 18:37:26.386850,3222.429050674219,2,56.1121452533711,95.0,False,0
102,2026-02-27 18:37:36.386853,3233.129147078938,2,56.16564573539469,95.0,False,0
103,2026-02-27 18:37:46.386856,3189.958219962341,2,55.949791099811705,95.0,False,0
104,2026-02-27 18:37:56.386859,3256.72061463943,2,56.28360307319715,95.0,False,0
105,2026-02-27 18:38:06.386861,3315.794978934092,2,56.57897489467046,95.0,False,0
106,2026-02-27 18:38:16.386864,3466.4262565285835,2,57.33213128264292,95.0,False,0
107,2026-02-27 18:38:26.386867,3297.5599032277332,2,56.487799516138665,95.0,False,0
108,2026-02-27 18:38:36.386870,3308.027935161216,2,56.54013967580608,95.0,False,0
109,2026-02-27 18:38:46.386875,3276.875053098418,2,56.38437526549209,95.0,False,0
110,2026-02-27 18:38:56.386879,3094.3649216709073,2,55.47182460835454,95.0,False,0
111,2026-02-27 18:39:06.386882,3285.3883993344234,2,56.42694199667211,95.0,False,0
112,2026-02-27 18:39:16.386885,3295.735611681233,2,56.47867805840616,95.0,False,0
113,2026-02-27 18:39:26.386888,3537.5844006577972,2,57.68792200328899,95.0,False,0
114,2026-02-27 18:39:36.386891,3273.4462412034068,2,56.36723120601704,95.0,False,0
115,2026-02-27 18:39:46.386894,3324.13354426256,2,56.6206677213128,95.0,False,0
116,2026-02-27 18:39:56.386896,3291.678223932406,2,56.45839111966203,95.0,False,0
117,2026-02-27 18:40:06.386899,3179.3261209492775,2,55.89663060474639,95.0,False,0
118,2026-02-27 18:40:16.386902,3411.394497301439,2,57.05697248650719,95.0,False,0
119,2026-02-27 18:40:26.386905,3373.097431997138,2,56.86548715998569,95.0,False,0
120,2026-02-27 18:40:36.386908,1877.6727324971753,2,49.38836366248587,95.0,False,0
121,2026-02-27 18:40:46.386911,1708.1695920663262,2,48.54084796033163,95.0,False,0
122,2026-02-27 18:40:56.386914,1939.7998736567831,2,49.698999368283914,95.0,False,0
123,2026-02-27 18:41:06.386917,1659.6206812285168,2,48.29810340614259,95.0,False,0
124,2026-02-27 18:41:16.386920,1858.6500365194913,2,49.29325018259746,95.0,False,0
125,2026-02-27 18:41:26.386923,2019.0415989036428,2,50.09520799451821,95.0,False,0
126,2026-02-27 18:41:36.386925,1700.8472775168811,2,48.504236387584406,95.0,False,0
127,2026-02-27 18:41:46.386928,1743.0491903829127,2,48.71524595191457,95.0,False,0
128,2026-02-27 18:41:56.386931,1809.295367959695,2,49.04647683979847,95.0,False,0
129,2026-02-27 18:42:06.386935,1748.5072042312975,2,48.74253602115649,95.0,False,0
130,2026-02-27 18:42:16.386938,1643.186310194689,2,48.215931550973444,95.0,False,0
131,2026-02-27 18:42:26.386941,1804.3802753693028,2,49.021901376846515,95.0,False,0
132,2026-02-27 18:42:36.386944,1690.4384875604387,2,48.452192437802196,95.0,False,0
133,2026-02-27 18:42:46.386947,1843.046675072814,2,49.21523337536407,95.0,False,0
134,2026-02-27 18:42:56.386949,1702.6374292945193,2,48.513187146472596,95.0,False,0
135,2026-02-27 18:43:06.386952,1948.3397371619174,2,49.74169868580959,95.0,False,0
136,2026-02-27 18:43:16.386955,1713.6616301767697,2,48.56830815088385,95.0,False,0
137,2026-02-27 18:43:26.386958,1758.2959048643238,2,48.791479524321616,95.0,False,0
138,2026-02-27 18:43:36.386961,1870.2435450447517,2,49.35121772522376,95.0,False,0
139,2026-02-27 18:43:46.386964,1664.070083530307,2,48.32035041765154,95.0,False,0
140,2026-02-27 18:43:56.386967,1808.0424006677129,2,49.04021200333857,95.0,False,0
141,2026-02-27 18:44:06.386969,1914.0260697478786,2,49.5701303487394,95.0,False,0
142,2026-02-27 18:44:16.386972,1620.4546677052972,2,48.10227333852649,95.0,False,0
143,2026-02-27 18:44:26.386975,1797.433717926354,2,48.98716858963177,95.0,False,0
144,2026-02-27 18:44:36.386978,1802.6024504568154,2,49.01301225228408,95.0,False,0
145,2026-02-27 18:44:46.386981,1852.3171687735587,2,49.26158584386779,95.0,False,0
146,2026-02-27 18:44:56.386984,1647.8377857561468,2,48.239188928780734,95.0,False,0
147,2026-02-27 18:45:06.386986,1636.76284800628,2,48.183814240031396,95.0,False,0
148,2026-02-27 18:45:16.386989,1818.1564275018104,2,49.09078213750905,95.0,False,0
149,2026-02-27 18:45:26.386993,1792.6930603007459,2,48.96346530150373,95.0,False,0
150,2026-02-27 18:45:36.386996,1784.9552309721053,2,48.924776154860524,95.0,False,0
151,2026-02-27 18:45:46.386999,1791.3416404600368,2,48.956708202300184,95.0,False,0
152,2026-02-27 18:45:56.387002,1685.3652503294109,2,48.42682625164706,95.0,False,0
153,2026-02-27 18:46:06.387005,1773.1445523965015,2,48.86572276198251,95.0,False,0
154,2026-02-27 18:46:16.387007,1775.6589941688242,2,48.878294970844124,95.0,False,0
155,2026-02-27 18:46:26.387010,1671.2308387598687,2,48.35615419379934,95.0,False,0
156,2026-02-27 18:46:36.387013,1925.4399193258196,2,49.6271995966291,95.0,False,0
157,2026-02-27 18:46:46.387016,1782.3251049050118,2,48.91162552452506,95.0,False,0
158,2026-02-27 18:46:56.387019,1611.7742862505295,2,48.05887143125265,95.0,False,0
159,2026-02-27 18:47:06.387022,1792.4069386203391,2,48.9620346931017,95.0,False,0
160,2026-02-27 18:47:16.387025,1625.015129596743,2,48.125075647983714,95.0,False,0
161,2026-02-27 18:47:26.387028,1796.8089296477854,2,48.98404464823893,95.0,False,0
162,2026-02-27 18:47:36.387031,1829.4633484958247,2,49.14731674247912,95.0,False,0
163,2026-02-27 18:47:46.387034,1626.925741675444,2,48.13462870837722,95.0,False,0
164,2026-02-27 18:47:56.387036,1800.609361808615,2,49.00304680904308,95.0,False,0
165,2026-02-27 18:48:06.387039,1740.715958095156,2,48.70357979047578,95.0,False,0
166,2026-02-27 18:48:16.387042,1776.6991054507223,2,48.883495527253615,95.0,False,0
167,2026-02-27 18:48:26.387045,1879.1175032690257,2,49.39558751634513,95.0,False,0
168,2026-02-27 18:48:36.387048,1659.7352018856063,2,48.298676009428036,95.0,False,0
169,2026-02-27 18:48:46.387051,1603.6277172197285,2,48.018138586098644,95.0,False,0
170,2026-02-27 18:48:56.387054,1584.669558507543,2,47.92334779253771,95.0,False,0
171,2026-02-27 18:49:06.387056,1586.5528414586695,2,47.932764207293346,95.0,False,0
172,2026-02-27 18:49:16.387059,1654.8306381274035,2,48.274153190637016,95.0,False,0
173,2026-02-27 18:49:26.387063,1690.9579030451287,2,48.45478951522564,95.0,False,0
174,2026-02-27 18:49:36.387066,1678.7095427787297,2,48.393547713893646,95.0,False,0
175,2026-02-27 18:49:46.387069,1727.853325736534,2,48.63926662868267,95.0,False,0
176,2026-02-27 18:49:56.387072,1640.4274449951122,2,48.20213722497556,95.0,False,0
177,2026-02-27 18:50:06.387075,1778.371587983347,2,48.89185793991673,95.0,False,0
178,2026-02-27 18:50:16.387077,1600.3430594541953,2,48.00171529727098,95.0,False,0
179,2026-02-27 18:50:26.387080,1892.5168444734866,2,49.46258422236743,95.0,False,0
180,2026-02-27 18:50:36.387083,1676.6594703856085,2,48.38329735192804,95.0,False,0
181,2026-02-27 18:50:46.387086,1521.8724263492354,2,47.60936213174618,95.0,False,0
182,2026-02-27 18:50:56.387089,1493.898048418982,2,47.469490242094906,95.0,False,0
183,2026-02-27 18:51:06.387092,1642.5383723740927,2,48.21269186187047,95.0,False,0
184,2026-02-27 18:51:16.387095,1565.1544629770506,2,47.825772314885256,95.0,False,0
185,2026-02-27 18:51:26.387097,1652.017256197051,2,48.260086280985256,95.0,False,0
186,2026-02-27 18:51:36.387100,1620.9653804926554,2,48.10482690246327,95.0,False,0
187,2026-02-27 18:51:46.387103,1559.2921899319554,2,47.796460949659775,95.0,False,0
188,2026-02-27 18:51:56.387106,1474.7393448330297,2,47.37369672416515,95.0,False,0
189,2026-02-27 18:52:06.387109,1400.6889365001498,2,47.00344468250075,95.0,False,0
190,2026-02-27 18:52:16.387112,1500.1895616461509,2,47.500947808230755,95.0,False,0
191,2026-02-27 18:52:26.387115,1623.0619522729266,2,48.115309761364635,95.0,False,0
192,2026-02-27 18:52:36.387117,1551.3272575887231,2,47.756636287943614,95.0,False,0
193,2026-02-27 18:52:46.387120,1397.7557997397528,2,46.98877899869876,95.0,False,0
194,2026-02-27 18:52:56.387123,1531.9767518044848,2,47.65988375902242,95.0,False,0
195,2026-02-27 18:53:06.387126,1545.4377821764429,2,47.72718891088221,95.0,False,0
196,2026-02-27 18:53:16.387129,1410.6873180827738,2,47.05343659041387,95.0,False,0
197,2026-02-27 18:53:26.387132,1506.5334641931354,2,47.53266732096568,95.0,False,0
198,2026-02-27 18:53:36.387135,1488.9918461614561,2,47.44495923080728,95.0,False,0
199,2026-02-27 18:53:46.387138,1360.8073608469529,2,46.80403680423476,95.0,False,0
200,2026-02-27 18:53:56.387141,3002.7412174904493,2,55.01370608745225,95.0,False,0
201,2026-02-27 18:54:06.387146,3014.82499029055,2,55.07412495145275,95.0,False,0
202,2026-02-27 18:54:16.387149,3058.7629861397404,2,55.2938149306987,95.0,False,0
203,2026-02-27 18:54:26.387153,3047.4779732937586,2,55.237389866468796,95.0,False,0
204,2026-02-27 18:54:36.387156,2795.9006451143364,2,53.97950322557168,95.0,False,0
205,2026-02-27 18:54:46.387160,2831.3861358549984,2,54.15693067927499,95.0,False,0
206,2026-02-27 18:54:56.387163,2968.1058160864077,2,54.840529080432034,95.0,False,0
207,2026-02-27 18:55:06.387167,2959.348483711513,2,54.796742418557564,95.0,False,0
208,2026-02-27 18:55:16.387170,2950.7775748664685,2,54.75388787433234,95.0,False,0
209,2026-02-27 18:55:26.387174,3275.7855701577882,2,56.37892785078894,95.0,False,0
210,2026-02-27 18:55:36.387177,2938.7791731753723,2,54.69389586587686,95.0,False,0
211,2026-02-27 18:55:46.387180,2986.3638720276836,2,54.93181936013842,95.0,False,0
212,2026-02-27 18:55:56.387183,2959.2655634792604,2,54.7963278173963,95.0,False,0
213,2026-02-27 18:56:06.387187,2920.0049022955964,2,54.60002451147798,95.0,False,0
214,2026-02-27 18:56:16.387191,2814.282980495153,2,54.071414902475766,95.0,False,0
215,2026-02-27 18:56:26.387194,2912.59612832622,2,54.5629806416311,95.0,False,0
216,2026-02-27 18:56:36.387198,2750.252604121287,2,53.75126302060643,95.0,False,0
217,2026-02-27 18:56:46.387201,2794.6372551000077,2,53.97318627550004,95.0,False,0
218,2026-02-27 18:56:56.387205,2760.5162832443534,2,53.80258141622177,95.0,False,0
219,2026-02-27 18:57:06.387208,2807.9245754283625,2,54.03962287714181,95.0,False,0
220,2026-02-27 18:57:16.387212,1521.8400197522026,2,47.609200098761015,95.0,False,0
221,2026-02-27 18:57:26.387216,1094.238608011256,2,45.47119304005628,95.0,False,0
222,2026-02-27 18:57:36.387220,1340.1375648407277,2,46.70068782420364,95.0,False,0
223,2026-02-27 18:57:46.387223,1100.7433303837302,2,45.50371665191865,95.0,False,0
224,2026-02-27 18:57:56.387226,1205.2835614339158,2,46.02641780716958,95.0,False,0
225,2026-02-27 18:58:06.387230,1351.7936092608304,2,46.758968046304155,95.0,False,0
226,2026-02-27 18:58:16.387234,1239.709842642667,2,46.19854921321333,95.0,False,0
227,2026-02-27 18:58:26.387238,1115.8536684093651,2,45.579268342046824,95.0,False,0
228,2026-02-27 18:58:36.387242,1142.408625591879,2,45.7120431279594,95.0,False,0
229,2026-02-27 18:58:46.387246,1272.175702740829,2,46.360878513704144,95.0,False,0
230,2026-02-27 18:58:56.387249,1121.423818564229,2,45.607119092821144,95.0,False,0
231,2026-02-27 18:59:06.387253,1206.3200638202923,2,46.031600319101464,95.0,False,0
232,2026-02-27 18:59:16.387256,1179.4158327827422,2,45.89707916391371,95.0,False,0
233,2026-02-27 18:59:26.387262,1099.8553349747763,2,45.49927667487388,95.0,False,0
234,2026-02-27 18:59:36.387266,1369.540337227579,2,46.847701686137896,95.0,False,0
235,2026-02-27 18:59:46.387269,1208.6437914551082,2,46.04321895727554,95.0,False,0
236,2026-02-27 18:59:56.387271,932.8205625060932,2,44.664102812530466,95.0,False,0
237,2026-02-27 19:00:06.387274,1144.0417279204771,2,45.72020863960238,95.0,False,0
238,2026-02-27 19:00:16.387277,1049.2592442662087,2,45.24629622133104,95.0,False,0
239,2026-02-27 19:00:26.387280,1190.7045164067447,2,45.95352258203373,95.0,False,0
240,2026-02-27 19:00:36.387283,1016.2156809109312,2,45.08107840455466,95.0,False,0
241,2026-02-27 19:00:46.387286,1073.985546486966,2,45.36992773243483,95.0,False,0
242,2026-02-27 19:00:56.387288,1125.9358052726361,2,45.62967902636318,95.0,False,0
243,2026-02-27 19:01:06.387291,1151.9785233512696,2,45.759892616756346,95.0,False,0
244,2026-02-27 19:01:16.387294,935.328920460562,2,44.67664460230281,95.0,False,0
245,2026-02-27 19:01:26.387297,1011.8552179836292,2,45.05927608991814,95.0,False,0
246,2026-02-27 19:01:36.387299,987.7504079119277,2,44.93875203955964,95.0,False,0
247,2026-02-27 19:01:46.387303,959.8460253174978,2,44.79923012658749,95.0,False,0
248,2026-02-27 19:01:56.387306,1191.6543901501404,2,45.9582719507507,95.0,False,0
249,2026-02-27 19:02:06.387308,1045.534759312284,2,45.22767379656142,95.0,False,0
250,2026-02-27 19:02:16.387311,868.8750163503072,2,44.34437508175154,95.0,False,0
251,2026-02-27 19:02:26.387314,1076.677228583447,2,45.38338614291723,95.0,False,0
252,2026-02-27 19:02:36.387317,1187.0366711263946,2,45.93518335563197,95.0,False,0
253,2026-02-27 19:02:46.387320,1068.0015870270915,2,45.34000793513546,95.0,False,0
254,2026-02-27 19:02:56.387323,802.7576618368748,2,44.01378830918438,95.0,False,0
255,2026-02-27 19:03:06.387326,896.2180315472353,2,44.481090157736176,95.0,False,0
256,2026-02-27 19:03:16.387328,1061.288110984405,2,45.30644055492203,95.0,False,0
257,2026-02-27 19:03:26.387331,853.7959760635321,2,44.26897988031766,95.0,False,0
258,2026-02-27 19:03:36.387334,958.9227521809671,2,44.79461376090484,95.0,False,0
259,2026-02-27 19:03:46.387337,981.995650588733,2,44.90997825294367,95.0,False,0
260,2026-02-27 19:03:56.387340,801.8457699150695,2,44.00922884957535,95.0,False,0
261,2026-02-27 19:04:06.387343,878.6095736507733,2,44.393047868253866,95.0,False,0
262,2026-02-27 19:04:16.387346,550.4769695495586,2,42.75238484774779,95.0,False,0
263,2026-02-27 19:04:26.387349,762.2264146947174,2,43.81113207347359,95.0,False,0
264,2026-02-27 19:04:36.387352,829.491295637377,2,44.14745647818688,95.0,False,0
265,2026-02-27 19:04:46.387354,720.0757535084688,2,43.600378767542345,95.0,False,0
266,2026-02-27 19:04:56.387357,998.2257606578058,2,44.99112880328903,95.0,False,0
267,2026-02-27 19:05:06.387360,682.1272134115761,2,43.41063606705788,95.0,False,0
268,2026-02-27 19:05:16.387363,771.321346468207,2,43.856606732341035,95.0,False,0
269,2026-02-27 19:05:26.387367,818.6135759926668,2,44.093067879963336,95.0,False,0
270,2026-02-27 19:05:36.387370,939.9114010592502,2,44.69955700529625,95.0,False,0
271,2026-02-27 19:05:46.387373,642.4747883641805,2,43.2123739418209,95.0,False,0
272,2026-02-27 19:05:56.387376,892.6882290132005,2,44.463441145066,95.0,False,0
273,2026-02-27 19:06:06.387378,767.7414653688382,2,43.838707326844194,95.0,False,0
274,2026-02-27 19:06:16.387381,658.9505853311111,2,43.294752926655555,95.0,False,0
275,2026-02-27 19:06:26.387384,793.7335994134681,2,43.96866799706734,95.0,False,0
276,2026-02-27 19:06:36.387387,757.8910520546523,2,43.789455260273265,95.0,False,0
277,2026-02-27 19:06:46.387390,668.4667664808445,2,43.34233383240422,95.0,False,0
278,2026-02-27 19:06:56.387392,726.015081228572,2,43.63007540614286,95.0,False,0
279,2026-02-27 19:07:06.387395,671.0944772289724,2,43.35547238614486,95.0,False,0
280,2026-02-27 19:07:16.387398,711.6145730353946,2,43.558072865176975,95.0,False,0
281,2026-02-27 19:07:26.387401,757.1604294248414,2,43.78580214712421,95.0,False,0
282,2026-02-27 19:07:36.387404,840.2825658405268,2,44.20141282920263,95.0,False,0
283,2026-02-27 19:07:46.387407,548.6833245422713,2,42.74341662271136,95.0,False,0
284,2026-02-27 19:07:56.387409,876.6041311887337,2,44.38302065594367,95.0,False,0
285,2026-02-27 19:08:06.387412,458.9813150885624,2,42.29490657544281,95.0,False,0
286,2026-02-27 19:08:16.387415,629.9557133314255,2,43.149778566657126,95.0,False,0
287,2026-02-27 19:08:26.387418,694.9663335185174,2,43.47483166759259,95.0,False,0
288,2026-02-27 19:08:36.387421,655.2918787638795,2,43.276459393819394,95.0,False,0
289,2026-02-27 19:08:46.387424,556.0399259118849,2,42.78019962955943,95.0,False,0
290,2026-02-27 19:08:56.387426,588.6753538719563,2,42.94337676935978,95.0,False,0
291,2026-02-27 19:09:06.387429,551.4271002982532,2,42.75713550149126,95.0,False,0
292,2026-02-27 19:09:16.387432,533.0936356852869,2,42.66546817842644,95.0,False,0
293,2026-02-27 19:09:26.387435,668.3579203365609,2,43.341789601682805,95.0,False,0
294,2026-02-27 19:09:36.387438,610.5329087499939,2,43.05266454374997,95.0,False,0
295,2026-02-27 19:09:46.387441,497.0414585638895,2,42.485207292819446,95.0,False,0
296,2026-02-27 19:09:56.387443,647.8622194530569,2,43.239311097265286,95.0,False,0
297,2026-02-27 19:10:06.387446,580.2720902654487,2,42.90136045132724,95.0,False,0
298,2026-02-27 19:10:16.387449,622.5396742301692,2,43.11269837115085,95.0,False,0
299,2026-02-27 19:10:26.387452,596.0004027367398,2,42.9800020136837,95.0,False,0
300,2026-02-27 19:10:36.387455,441.9961082777775,4,41.104990270694444,85.24951353472218,False,1
301,2026-02-27 19:10:46.387457,460.810921663447,4,41.152027304158615,87.60136520793088,False,0
302,2026-02-27 19:10:56.387460,583.5684069137436,4,41.45892101728436,95.0,False,0
303,2026-02-27 19:11:06.387463,561.9639648404594,4,41.40490991210115,95.0,False,0
304,2026-02-27 19:11:16.387466,491.0037964000259,4,41.22750949100006,91.37547455000325,False,0
305,2026-02-27 19:11:26.387469,497.0740791115114,4,41.242685197778776,92.13425988893893,False,0
306,2026-02-27 19:11:36.387472,605.4368119678913,2,43.027184059839456,95.0,False,1
307,2026-02-27 19:11:46.387474,410.9249779407146,2,42.054624889703575,95.0,False,0
308,2026-02-27 19:11:56.387477,517.2876652764247,2,42.58643832638212,95.0,False,0
309,2026-02-27 19:12:06.387482,434.9396779037576,2,42.17469838951879,95.0,False,0
310,2026-02-27 19:12:16.387485,426.0582207085419,2,42.13029110354271,95.0,False,0
