timestamp,request_rate,latency_p50,latency_p95,latency_p99,error_rate,cpu_usage,memory_usage,replica_count
2026-02-11 17:31:26.241349+00:00,39.90144205,0.002509456,0.004767967,0.004968724,0.0,2.355649606,194379776.0,6.0
2026-02-11 17:32:30.464456+00:00,17.0119446,0.0025,0.00475,0.00495,0.0,3.058415916,194379776.0,6.0
2026-02-11 17:32:40.464590+00:00,15.77710002,0.002502765,0.004755253,0.004955474,0.0,2.159323679,194379776.0,6.0
2026-02-11 17:32:50.464474+00:00,14.23977383,0.002504025,0.004757647,0.004957969,0.0,2.591280084,194379776.0,6.0
2026-02-11 17:33:00.464924+00:00,22.80820513,0.00251824,0.004784656,0.004986115,0.0,3.0468111,194383872.0,6.0
2026-02-11 18:03:51.317955+00:00,100.3981804,0.002654903,0.121456819,0.224291364,0.002318461,19.16868052,196579328.0,6.0
2026-02-11 18:04:01.318512+00:00,87.56979008,0.002695103,0.146397067,0.229279413,0.002982433,20.6335328,196608000.0,6.0
2026-02-11 18:04:11.318692+00:00,120.0886422,0.002699093,0.147793307,0.229558661,0.004204103,20.01934889,196354048.0,6.0
2026-02-11 18:04:21.319115+00:00,158.6824625,0.002733362,0.162003661,0.232400732,0.004728342,12.17701851,196354048.0,6.0
2026-02-11 18:04:31.319502+00:00,185.9901602,0.002738322,0.163824862,0.232764972,0.004879893,19.17044829,196337664.0,6.0
2026-02-11 18:04:41.319751+00:00,191.8856407,0.002750921,0.167775298,0.23355506,0.005027514,21.33148941,196382720.0,6.0
2026-02-11 18:04:51.320110+00:00,177.1895455,0.002735458,0.162868002,0.2325736,0.004806313,15.66579961,196382720.0,6.0
2026-02-11 18:05:01.320708+00:00,190.0146717,0.002741412,0.164832002,0.2329664,0.004869634,17.64021897,196395008.0,6.0
2026-02-11 18:05:11.321141+00:00,165.4662474,0.00274023,0.164314182,0.232862836,0.005132449,19.26192094,196366336.0,6.0
2026-02-11 18:05:21.321520+00:00,180.9143815,0.002777626,0.174963168,0.234992634,0.0054775,15.78307153,196366336.0,6.0
2026-02-11 18:05:31.321967+00:00,191.6678834,0.002796321,0.179223953,0.235844791,0.005610331,15.67557376,196390912.0,6.0
2026-02-11 18:05:41.321931+00:00,141.2073789,0.002824079,0.184643715,0.236928743,0.005859854,19.22484483,196399104.0,6.0
2026-02-11 18:05:51.322213+00:00,72.15817329,0.002794553,0.178844149,0.23576883,0.004281974,19.66687559,196902912.0,6.0
2026-02-11 18:06:01.322522+00:00,81.95610873,0.002721656,0.157591541,0.231518308,0.002800471,18.46611525,196902912.0,6.0
2026-02-11 18:06:11.322995+00:00,116.4368837,0.002731666,0.161564601,0.23231292,0.004153013,11.64344823,196399104.0,6.0
2026-02-11 18:06:21.323509+00:00,191.9488279,0.002752251,0.168058599,0.23361172,0.004576444,15.28479004,196423680.0,6.0
2026-02-11 18:06:31.323843+00:00,226.9892963,0.002749643,0.167392655,0.233478531,0.004688234,14.57318331,196423680.0,6.0
2026-02-11 18:06:41.324322+00:00,226.4038566,0.002751652,0.167992373,0.233598475,0.004928313,15.76514162,196669440.0,6.0
2026-02-11 18:06:51.324366+00:00,199.8264496,0.002769656,0.172966847,0.234593369,0.005230612,19.88414787,196423680.0,6.0
2026-02-11 18:07:01.324708+00:00,129.8534251,0.002718384,0.156642044,0.231328409,0.004307094,15.39951041,196423680.0,6.0
2026-02-11 18:07:11.324800+00:00,114.0625298,0.002699886,0.148696563,0.229739313,0.004248814,19.08782013,196440064.0,6.0
2026-02-11 18:07:21.325053+00:00,90.51469705,0.002739367,0.163909789,0.232781958,0.00446086,19.67185544,196460544.0,6.0
2026-02-11 18:07:31.325222+00:00,199.1063787,0.002777671,0.174887367,0.234977473,0.004957918,19.05413903,196980736.0,6.0
2026-02-11 18:07:41.325390+00:00,208.7174126,0.002763754,0.171316543,0.234263206,0.004665656,15.73359687,196980736.0,6.0
2026-02-11 18:07:51.325721+00:00,235.6721205,0.002794023,0.178729452,0.23574589,0.005079031,19.98839451,196460544.0,6.0
2026-02-11 18:08:01.326271+00:00,213.7146795,0.002788335,0.177471414,0.235494283,0.004944642,20.46679762,196456448.0,6.0
2026-02-11 18:08:11.326591+00:00,205.2095173,0.002786825,0.177129093,0.235425819,0.004809309,15.92364462,196456448.0,6.0
2026-02-11 18:08:21.327467+00:00,183.2571117,0.002776604,0.174713516,0.234942703,0.004397342,20.29377845,196718592.0,6.0
2026-02-11 18:08:31.327864+00:00,206.9524975,0.00281617,0.18319647,0.236639294,0.00510316,18.77401743,196456448.0,6.0
2026-02-11 18:08:41.328180+00:00,163.0221471,0.002777987,0.175049812,0.235009767,0.00433617,18.58948335,196456448.0,6.0
2026-02-11 18:08:51.328337+00:00,175.864623,0.002753463,0.168524792,0.233704958,0.004186474,16.4157964,196456448.0,6.0
2026-02-11 18:09:01.328749+00:00,217.3892533,0.002791267,0.178053197,0.235610639,0.004863296,15.94066936,196456448.0,6.0
2026-02-11 18:09:11.329075+00:00,225.437173,0.002793755,0.178599718,0.235719944,0.004956784,21.15805142,196476928.0,6.0
2026-02-11 18:09:21.329272+00:00,229.0530745,0.002781745,0.175877145,0.235175429,0.004929064,15.50122475,196476928.0,6.0
2026-02-11 18:09:31.329623+00:00,264.0223721,0.002796033,0.179162529,0.235832506,0.004907854,20.00535715,196481024.0,6.0
2026-02-11 18:09:41.330479+00:00,205.195463,0.002762264,0.171007263,0.234201453,0.004289354,21.08404843,196476928.0,6.0
2026-02-11 18:09:51.330560+00:00,195.1522688,0.002742927,0.165316306,0.233063261,0.003945809,15.96601123,196476928.0,6.0
2026-02-11 18:10:01.330995+00:00,134.7139099,0.002676458,0.136242593,0.227248519,0.002643862,17.43803124,196493312.0,6.0
2026-02-11 18:10:11.331339+00:00,227.9683626,0.002723111,0.158460316,0.231691849,0.003757311,17.15906821,196476928.0,6.0
2026-02-11 18:10:21.331626+00:00,246.3974036,0.002745876,0.166154628,0.233230926,0.004168702,12.6073019,196476928.0,6.0
2026-02-11 18:10:31.332165+00:00,349.6720851,0.002788221,0.177445826,0.235489165,0.004611587,18.47735235,197943296.0,6.0
2026-02-11 18:10:41.332707+00:00,332.7045049,0.00280941,0.181900752,0.23638015,0.005070994,18.98909555,197947392.0,6.0
